Sex,Age,Household Language,Educational Attainment,Employment Status,Disability Status,School Attendance,Population
Male,29,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,30,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,18,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,19,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,20,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,21,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,22,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,23,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,24,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,25,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,26,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,27,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,28,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,29,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,30,English Only,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,18,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,19,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,20,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,21,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,22,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,23,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,24,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,25,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,26,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,27,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,28,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,29,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,30,Spanish,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,18,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,19,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,20,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,21,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,22,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,23,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,24,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,25,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,26,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,27,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,28,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,29,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,30,Other Indo-European languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,18,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,19,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,20,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,21,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,22,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,23,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,24,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,25,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,26,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,27,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,28,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,29,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,30,Asian and Pacific Island languages,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,18,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,19,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,20,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,21,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,22,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,23,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,24,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,25,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,26,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,27,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,28,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,29,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Male,30,Other Language,N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,18,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,19,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,20,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,21,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,22,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,23,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,24,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,25,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,26,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,27,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,28,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,29,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
Female,30,N/A (GQ/vacant),N/A (less than 3 years old),Unemployed,With a disability,"Yes, public school or public college",0
